"uid","ELECYEAR","ID","NAME","RESPONSE","PREFEC","DISTRICT","PRBLOCK","INCUMB","TERM","PARTY","SEX","AGE","RESULT","prim1","prim2","prim3","camp1","camp2","camp3","coal_lib","coal_dem","coal_kmei","coal_com","coal_soc","coal_koku","yn_medconst","yn_reps","yn_const","yn_defense","yn_preemp","yn_unsc","yn_nkorea","yn_smgov","yn_pubspend","yn_fiscalpol","yn_tax5yrs","yn_frgnvote","yn_frgnwork","yn_privacy","yn_tax10pc","yn_moral","ab_asiaus","ab_compet","ab_env","ab_singlemum","ab_trade","fav_masuzoe","fav_ozawa","fav_watanabe","fav_hashimoto","media_hp","media_sns","media_tv"
807,"2014","765","細田＝博之",1,32,1,59,3,8,"自民党",1,70,2,16,3,15,3,2,1,,,,,,,,,,2,3,,3,3,2,3,,3,3,3,3,2,1,2,3,3,2,,,,,1,1,3
2524,"2014","766","和田＝章一郎",1,32,1,59,1,0,"民主党",1,67,1,3,7,4,3,1,2,,,,,,,,,,3,5,,2,5,2,3,,2,3,4,4,5,3,4,1,4,2,,,,,0,0,0
1231,"2014","767","上代＝善雄",1,32,1,66,1,0,"共産党",1,60,1,2,15,1,2,5,1,,,,,,,,,,5,5,,5,3,4,4,,1,3,5,5,3,5,5,3,5,1,,,,,4,2,0
1762,"2014","768","竹下＝亘",1,32,2,59,3,5,"自民党",1,68,2,16,1,16,1,3,99,,,,,,,,,,2,3,,3,3,1,2,,5,5,3,2,1,99,3,3,1,3,,,,,1,99,0
971,"2014","769","山本＝誉",1,32,2,59,1,0,"社民党",1,57,1,7,12,15,1,2,5,,,,,,,,,,5,5,,5,5,4,4,,1,3,5,5,5,4,5,3,3,1,,,,,0,3,0
622,"2014","770","向瀬＝慎一",1,32,2,66,1,0,"共産党",1,43,1,2,1,15,2,5,1,,,,,,,,,,5,5,,5,3,4,4,,1,3,5,5,3,5,5,3,5,1,,,,,4,3,0
20,"2014","771","逢沢＝一郎",1,33,1,59,3,9,"自民党",1,60,2,3,6,1,1,3,5,,,,,,,,,,1,2,,3,4,3,2,,4,2,2,2,1,99,2,99,99,5,,,,,4,4,3
658,"2014","772","高井＝崇志",1,33,1,59,2,1,"維新の党",1,45,3,11,15,10,5,3,4,,,,,,,,,,3,3,,3,3,4,3,,2,2,4,3,2,4,3,1,5,3,,,,,5,4,2
623,"2014","773","向谷＝千鳥",1,33,1,66,1,0,"共産党",2,56,1,2,5,15,1,3,4,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,4,2,5,1,,,,,0,0,0
885,"2014","774","山下＝貴司",1,33,2,59,3,1,"自民党",1,49,2,3,6,5,1,3,5,,,,,,,,,,2,3,,3,3,2,2,,4,1,3,3,1,3,3,3,3,3,,,,,2,2,4
1893,"2014","775","津村＝啓介",1,33,2,59,3,4,"民主党",1,43,3,2,6,5,5,1,2,,,,,,,,,,99,99,,3,5,1,1,,2,1,3,1,5,1,4,2,5,5,,,,,1,2,4
90,"2014","776","井上＝素子",1,33,2,66,1,0,"共産党",2,67,1,2,6,12,1,3,4,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,4,2,5,1,,,,,0,0,0
14,"2014","777","阿部＝俊子",1,33,3,59,3,3,"自民党",2,55,3,7,4,6,1,99,99,,,,,,,,,,2,3,,3,3,2,3,,99,99,3,3,2,4,3,2,3,3,,,,,3,2,3
2282,"2014","778","平沼＝赳夫",1,33,3,59,3,11,"次世代の党",1,75,2,12,14,16,1,3,4,,,,,,,,,,1,1,,1,3,2,1,,5,5,2,2,1,1,3,2,1,2,,,,,4,2,4
582,"2014","779","古松＝国昭",1,33,3,66,1,0,"共産党",1,69,1,2,6,15,1,3,4,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,4,2,5,1,,,,,0,0,0
468,"2014","780","橋本＝岳",1,33,4,59,3,2,"自民党",1,40,2,2,16,6,1,3,5,,,,,,,,,,2,3,,3,4,4,2,,5,4,2,2,3,2,2,2,3,3,,,,,3,4,3
2464,"2014","781","柚木＝道義",1,33,4,59,3,3,"民主党",1,42,3,5,6,7,5,1,3,,,,,,,,,,5,5,,4,5,4,99,,1,4,5,2,4,4,5,1,5,2,,,,,5,4,5
280,"2014","782","垣内＝雄一",1,33,4,66,1,0,"共産党",1,50,1,7,12,15,1,3,4,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,4,2,5,1,,,,,4,3,0
237,"2014","783","加藤＝勝信",1,33,5,59,3,4,"自民党",1,59,2,16,5,16,1,3,2,,,,,,,,,,2,3,,2,3,3,2,,5,4,3,2,1,3,3,3,2,4,,,,,1,2,3
2184,"2014","784","美見＝芳明",1,33,5,66,1,0,"共産党",1,57,1,2,7,12,1,3,4,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,4,2,5,1,,,,,0,0,0
321,"2014","785","岸田＝文雄",1,34,1,59,3,7,"自民党",1,57,2,1,3,2,99,99,99,,,,,,,,,,2,3,,3,3,2,2,,4,3,3,3,2,2,2,3,3,3,,,,,4,2,5
2136,"2014","786","白坂＝理香",1,34,1,59,1,0,"維新の党",2,48,1,16,10,11,1,99,99,,,,,,,,,,2,3,,3,2,3,3,,3,3,4,2,3,2,3,2,3,4,,,,,0,3,0
59,"2014","787","伊藤＝真二",1,34,1,59,1,0,"次世代の党",1,47,1,13,8,12,1,4,2,,,,,,,,,,2,1,,3,4,1,2,,5,3,2,2,5,4,4,4,2,3,,,,,0,2,0
1669,"2014","788","大西＝理",1,34,1,66,1,0,"共産党",1,48,1,12,1,16,1,5,2,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,3,4,4,3,4,1,,,,,4,3,1
2276,"2014","789","平口＝洋",1,34,2,59,3,2,"自民党",1,66,2,7,10,13,1,5,3,,,,,,,,,,3,3,,4,3,4,3,,3,2,3,4,2,3,2,3,3,2,,,,,4,1,3
1200,"2014","790","松本＝大輔",1,34,2,59,2,3,"民主党",1,43,1,16,16,16,2,1,5,,,,,,,,,,2,3,,3,4,3,4,,3,3,4,3,3,3,3,3,5,3,,,,,99,99,99
2078,"2014","791","藤本＝聡志",1,34,2,66,1,0,"共産党",1,60,1,16,12,15,1,3,5,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,0,0,1
243,"2014","792","河井＝克行",1,34,3,59,3,5,"自民党",1,51,2,13,3,1,4,5,3,,,,,,,,,,1,2,,2,2,2,2,,5,3,2,3,2,1,2,3,2,4,,,,,3,2,2
474,"2014","793","橋本＝博明",1,34,3,59,2,1,"民主党",1,44,1,3,5,13,1,99,99,,,,,,,,,,2,4,,3,4,4,4,,3,3,3,3,2,3,4,2,3,3,,,,,2,2,1
1382,"2014","794","清水＝貞子",1,34,3,66,1,0,"共産党",2,67,1,16,12,13,3,4,1,,,,,,,,,,5,5,,3,5,1,3,,1,3,5,5,3,5,5,2,4,1,,,,,99,2,99
1801,"2014","795","中川＝俊直",1,34,4,59,3,1,"自民党",1,44,2,16,16,6,3,4,5,,,,,,,,,,2,3,,3,3,2,3,,5,5,3,3,3,2,3,3,1,3,,,,,5,4,1
1777,"2014","796","中丸＝啓",1,34,4,59,3,1,"次世代の党",1,51,1,13,2,3,1,2,5,,,,,,,,,,1,1,,1,3,2,3,,5,5,3,3,1,3,3,3,1,2,,,,,4,4,5
1794,"2014","797","中石＝仁",1,34,4,66,1,0,"共産党",1,52,1,2,7,12,1,2,3,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,5,5,2,5,1,,,,,1,0,0
991,"2014","798","寺田＝稔",1,34,5,59,3,3,"自民党",1,56,2,1,2,16,3,1,4,,,,,,,,,,1,3,,1,4,1,1,,3,3,2,1,1,2,2,3,3,2,,,,,5,3,2
2179,"2014","799","尾崎＝光",1,34,5,66,1,0,"共産党",1,62,1,16,12,1,1,2,4,,,,,,,,,,5,5,,5,5,3,3,,1,2,5,5,5,5,5,3,5,2,,,,,0,0,0
1121,"2014","800","小島＝敏文",1,34,6,59,3,1,"自民党",1,64,3,3,4,6,3,1,2,,,,,,,,,,1,1,,1,3,1,1,,5,2,2,2,1,1,2,2,2,2,,,,,1,0,1
992,"2014","801","寺田＝明充",1,34,6,66,1,0,"共産党",1,63,1,16,12,15,3,2,1,,,,,,,,,,5,5,,3,5,1,3,,1,3,5,5,3,4,4,4,1,2,,,,,0,0,1
339,"2014","802","亀井＝静香",1,34,6,66,3,12,"無所属",1,78,2,4,6,7,1,3,2,,,,,,,,,,2,4,,4,5,1,1,,4,3,5,5,1,3,5,1,2,1,,,,,2,0,3
1143,"2014","803","小林＝史明",1,34,7,59,3,1,"自民党",1,31,2,3,7,10,1,3,5,,,,,,,,,,1,2,,2,4,2,2,,5,3,99,3,1,2,4,2,4,2,,,,,3,4,5
1627,"2014","804","村田＝享子",1,34,7,59,1,0,"民主党",2,31,1,7,5,6,1,5,3,,,,,,,,,,3,3,,3,4,3,4,,3,3,4,3,3,3,4,2,5,3,,,,,5,0,0
815,"2014","805","坂元＝大輔",1,34,7,59,3,1,"次世代の党",1,32,1,3,2,6,1,2,5,,,,,,,,,,1,2,,1,2,3,3,,5,4,2,2,1,2,3,2,2,4,,,,,4,4,5
1124,"2014","806","小浜＝一輝",1,34,7,66,1,0,"共産党",1,58,1,6,99,99,99,99,99,,,,,,,,,,5,5,,3,5,1,3,,1,3,5,5,3,4,4,3,4,1,,,,,99,99,99
686,"2014","807","高村＝正彦",0,35,1,59,3,11,"自民党",1,72,2,99,99,99,99,99,99,,,,,,,,,,99,99,,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,,,,,99,99,99
702,"2014","808","高邑＝勉",1,35,1,66,2,1,"維新の党",1,40,1,3,6,11,5,2,4,,,,,,,,,,3,3,,3,3,3,3,,4,4,2,3,2,3,2,2,3,3,,,,,4,2,1
2045,"2014","809","藤井＝直子",1,35,1,66,1,0,"共産党",2,62,1,99,99,99,3,2,1,,,,,,,,,,5,5,,5,5,4,3,,1,2,5,5,5,5,5,2,5,1,,,,,1,1,0
317,"2014","810","岸＝信夫",1,35,2,59,3,1,"自民党",1,55,2,1,12,7,1,5,3,,,,,,,,,,2,4,,3,3,2,3,,4,2,2,2,1,1,2,3,1,3,,,,,2,1,3
2274,"2014","811","平岡＝秀夫",1,35,2,66,2,5,"民主党",1,60,1,7,1,5,1,4,5,,,,,,,,,,4,5,,4,4,3,3,,2,3,4,5,4,3,4,2,4,4,,,,,4,2,2
1516,"2014","812","赤松＝義生",1,35,2,66,1,0,"共産党",1,60,1,2,12,13,1,2,3,,,,,,,,,,5,5,,5,5,4,5,,1,4,5,5,5,5,5,2,1,1,,,,,0,3,0
252,"2014","813","河村＝建夫",1,35,3,59,3,8,"自民党",1,72,2,3,5,7,2,1,5,,,,,,,,,,3,5,,3,2,1,2,,3,3,4,3,2,1,3,3,1,2,,,,,2,1,4
856,"2014","814","三浦＝昇",1,35,3,59,2,1,"民主党",1,44,1,3,6,10,1,2,5,,,,,,,,,,2,3,,1,2,3,3,,5,3,3,3,1,2,3,3,3,4,,,,,2,4,0
2040,"2014","815","藤井＝岳志",1,35,3,66,1,0,"共産党",1,28,1,7,15,6,2,5,99,,,,,,,,,,5,5,,5,3,3,5,,1,3,5,5,3,3,3,3,5,1,,,,,0,2,0
35,"2014","816","安倍＝晋三",1,35,4,66,3,7,"自民党",1,60,2,16,99,99,99,99,99,,,,,,,,,,99,99,,99,99,99,99,,99,99,99,99,99,99,3,3,99,3,,,,,4,2,5
389,"2014","817","吉田＝貞好",1,35,4,66,1,0,"共産党",1,61,1,6,7,15,2,3,1,,,,,,,,,,5,5,,4,5,99,99,,1,99,5,5,5,4,4,2,5,1,,,,,0,3,0
1993,"2014","818","渡辺＝利絵",1,35,4,66,1,0,"無所属",2,51,1,5,6,7,1,5,99,,,,,,,,,,5,5,,5,5,3,3,,1,2,5,5,3,5,5,1,5,1,,,,,3,2,0
617,"2014","819","後藤田＝正純",1,36,1,60,3,5,"自民党",1,45,2,3,7,2,3,5,1,,,,,,,,,,4,3,,4,3,2,4,,5,2,2,2,1,3,2,3,4,3,,,,,4,3,1
1326,"2014","820","仁木＝博文",1,36,1,60,2,1,"民主党",1,48,1,2,3,5,1,2,5,,,,,,,,,,5,4,,2,4,4,5,,3,2,5,3,3,2,4,99,4,99,,,,,1,3,1
589,"2014","821","古田＝元則",1,36,1,66,1,0,"共産党",1,66,1,6,7,12,1,3,2,,,,,,,,,,5,5,,5,5,1,1,,1,3,5,5,5,5,5,3,4,1,,,,,5,2,0
898,"2014","822","山口＝俊一",1,36,2,60,3,8,"自民党",1,64,2,2,3,7,3,2,1,,,,,,,,,,3,4,,3,4,1,2,,2,2,2,3,3,3,2,3,2,2,,,,,2,0,2
413,"2014","823","久保＝孝之",1,36,2,66,1,0,"共産党",1,51,1,6,12,7,1,2,3,,,,,,,,,,5,5,,5,5,2,2,,1,3,5,5,5,5,5,3,4,1,,,,,4,2,0
2273,"2014","824","平井＝卓也",1,37,1,60,3,5,"自民党",1,56,2,7,1,15,3,1,5,,,,,,,,,,2,2,,2,3,2,2,,5,3,3,3,3,2,2,3,3,2,,,,,4,4,2
1098,"2014","825","小川＝淳也",1,37,1,60,3,3,"民主党",1,43,3,6,7,10,1,5,2,,,,,,,,,,3,4,,3,4,4,3,,3,3,3,2,3,3,3,3,3,3,,,,,5,3,3
253,"2014","826","河村＝整",1,37,1,66,1,0,"共産党",1,55,1,16,12,15,2,3,4,,,,,,,,,,5,5,,5,5,2,3,,1,3,5,5,5,5,5,3,5,1,,,,,0,1,0
1369,"2014","827","瀬戸＝隆一",1,37,2,60,3,1,"自民党",1,49,3,3,4,13,3,1,5,,,,,,,,,,2,3,,2,4,2,1,,4,2,2,2,2,2,2,2,2,2,,,,,5,3,0
481,"2014","828","玉木＝雄一郎",1,37,2,60,3,2,"民主党",1,45,2,10,4,5,5,1,4,,,,,,,,,,2,5,,3,3,3,5,,5,3,3,3,3,3,3,3,3,3,,,,,4,3,3
787,"2014","829","佐伯＝守",1,37,2,66,1,0,"共産党",1,54,1,16,12,7,3,1,99,,,,,,,,,,5,5,,5,5,2,4,,5,3,5,5,5,4,5,2,5,5,,,,,0,0,0
1699,"2014","830","大野＝敬太郎",1,37,3,60,3,1,"自民党",1,46,2,16,3,1,1,3,4,,,,,,,,,,1,3,,1,3,3,2,,5,3,2,3,2,1,2,3,3,4,,,,,3,2,2
691,"2014","831","高田＝良徳",1,37,3,60,1,0,"社民党",1,54,1,12,15,4,1,5,2,,,,,,,,,,5,5,,5,5,3,5,,1,5,5,5,5,5,5,1,5,1,,,,,3,4,2
2002,"2014","832","土岐＝一郎",1,37,3,66,1,0,"共産党",1,62,1,12,16,6,2,1,3,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,5,2,4,1,,,,,0,0,0
161,"2014","833","塩崎＝恭久",1,38,1,60,3,6,"自民党",1,64,2,16,6,7,1,3,4,,,,,,,,,,1,3,,3,3,2,3,,4,3,2,2,2,2,3,3,3,3,,,,,5,4,5
138,"2014","834","永江＝孝子",1,38,1,60,2,1,"民主党",2,54,1,6,5,10,4,3,2,,,,,,,,,,2,3,,3,5,4,4,,3,3,5,3,2,2,4,3,3,3,,,,,4,4,4
1939,"2014","835","田中＝克彦",1,38,1,66,1,0,"共産党",1,47,1,2,3,15,2,1,5,,,,,,,,,,4,5,,4,5,2,2,,1,3,5,5,5,5,4,3,5,1,,,,,0,0,0
1621,"2014","836","村上＝誠一郎",1,38,2,60,3,9,"自民党",1,62,2,2,5,1,5,2,1,,,,,,,,,,3,3,,3,3,3,4,,5,3,4,2,2,2,3,3,2,2,,,,,4,2,3
178,"2014","837","横山＝博幸",1,38,2,60,1,0,"維新の党",1,64,3,7,3,15,3,2,4,,,,,,,,,,4,4,,4,2,3,4,,5,4,2,5,1,4,2,4,1,1,,,,,1,3,3
1256,"2014","838","植木＝正勝",1,38,2,66,1,0,"共産党",1,62,1,2,12,15,1,3,4,,,,,,,,,,5,5,,5,5,3,3,,1,5,5,5,5,5,5,3,5,1,,,,,0,0,2
1395,"2014","839","西岡＝新",1,38,2,66,3,1,"無所属",1,41,1,7,16,11,5,99,99,,,,,,,,,,2,3,,1,3,3,3,,4,3,3,3,1,2,3,99,99,99,,,,,4,99,0
2140,"2014","840","白石＝徹",1,38,3,60,3,1,"自民党",1,58,2,3,7,13,3,1,5,,,,,,,,,,2,2,,2,3,2,2,,4,2,3,4,2,2,2,3,2,4,,,,,2,2,1
2141,"2014","841","白石＝洋一",1,38,3,60,2,1,"民主党",1,51,1,6,5,4,1,5,2,,,,,,,,,,2,4,,3,4,2,3,,4,3,3,4,2,3,4,2,3,3,,,,,1,1,1
107,"2014","842","一色＝一正",1,38,3,66,1,0,"共産党",1,64,1,2,12,15,2,1,3,,,,,,,,,,5,5,,5,5,3,4,,1,1,5,5,5,5,5,1,5,1,,,,,0,99,1
950,"2014","843","山本＝公一",1,38,4,60,3,7,"自民党",1,67,2,4,14,9,3,1,5,,,,,,,,,,2,3,,2,3,2,2,,4,3,2,2,2,3,3,2,2,2,,,,,3,2,1
1274,"2014","844","森＝夏枝",1,38,4,60,1,0,"維新の党",2,33,1,12,10,15,1,4,5,,,,,,,,,,1,2,,2,1,3,4,,3,3,4,3,3,2,3,1,4,5,,,,,0,4,0
838,"2014","845","桜内＝文城",1,38,4,60,3,1,"次世代の党",1,49,1,2,6,1,1,2,4,,,,,,,,,,1,1,,1,3,2,4,,5,5,3,2,1,2,3,3,1,3,,,,,4,2,3
1394,"2014","846","西井＝直人",1,38,4,66,1,0,"共産党",1,57,1,2,15,12,1,5,2,,,,,,,,,,5,5,,5,5,1,3,,1,2,5,5,3,5,4,2,5,2,,,,,0,0,0
1826,"2014","847","中谷＝元",1,39,1,60,3,8,"自民党",1,57,2,16,1,16,1,3,5,,,,,,,,,,1,3,,3,3,1,2,,5,5,2,2,1,1,3,3,1,3,,,,,5,4,5
1670,"2014","848","大石＝宗",1,39,1,60,1,0,"民主党",1,34,1,2,3,5,5,3,1,,,,,,,,,,2,3,,3,3,3,4,,4,3,4,1,3,2,3,3,4,4,,,,,4,3,1
1059,"2014","849","春名＝直章",1,39,1,60,2,2,"共産党",1,55,1,12,6,7,1,2,5,,,,,,,,,,5,5,,5,5,5,4,,1,1,5,5,3,5,5,3,5,1,,,,,5,3,1
2075,"2014","850","藤島＝利久",0,39,1,66,1,0,"無所属",1,52,1,99,99,99,99,99,99,,,,,,,,,,99,99,,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,,,,,99,99,99
970,"2014","851","山本＝有二",1,39,2,60,3,8,"自民党",1,62,2,16,2,14,3,4,5,,,,,,,,,,2,2,,3,4,3,2,,4,2,3,2,2,1,2,3,3,2,,,,,2,1,4
2241,"2014","852","武内＝則男",1,39,2,60,1,0,"民主党",1,56,1,7,6,5,1,2,5,,,,,,,,,,3,4,,4,5,2,2,,1,4,4,2,3,4,5,4,4,2,,,,,1,2,1
1723,"2014","853","谷崎＝治之",1,39,2,66,1,0,"共産党",1,55,1,12,2,7,3,2,4,,,,,,,,,,5,5,,5,5,1,2,,2,4,4,5,5,5,4,1,4,1,,,,,0,1,0
954,"2014","854","山本＝剛正",1,40,1,61,2,1,"民主党",1,42,1,11,3,15,1,5,2,,,,,,,,,,2,3,,3,3,2,4,,2,2,4,3,2,3,3,3,4,3,,,,,3,2,2
83,"2014","855","井上＝貴博",1,40,1,66,3,1,"自民党",1,52,2,3,7,13,3,1,5,,,,,,,,,,1,3,,3,3,2,2,,5,3,2,3,1,2,2,2,1,3,,,,,0,4,2
2172,"2014","856","比江嶋＝俊和",1,40,1,66,1,0,"共産党",1,67,1,16,12,15,1,4,5,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,1,3,0
2379,"2014","857","明石＝健太郎",1,40,1,66,1,0,"諸派",1,42,1,15,7,5,5,1,4,,,,,,,,,,2,3,,3,5,2,2,,4,5,3,5,3,3,4,3,3,2,,,,,1,0,0
507,"2014","858","金出＝公子",1,40,1,66,1,0,"無所属",2,67,1,15,11,5,1,5,3,,,,,,,,,,3,4,,3,3,2,2,,2,2,3,2,2,4,3,3,5,3,,,,,4,0,4
1262,"2014","859","新開＝裕司",1,40,1,66,3,1,"無所属",1,46,1,7,5,1,1,4,5,,,,,,,,,,2,2,,2,4,2,2,,5,2,2,2,1,2,2,3,2,4,,,,,1,2,0
337,"2014","860","鬼木＝誠",1,40,2,61,3,1,"自民党",1,42,2,16,2,16,1,3,5,,,,,,,,,,1,3,,3,3,1,2,,5,3,2,1,1,2,3,3,2,3,,,,,4,2,2
117,"2014","861","稲富＝修二",1,40,2,61,2,1,"民主党",1,44,1,5,6,7,2,1,5,,,,,,,,,,2,2,,2,5,4,4,,4,4,4,5,1,2,4,2,3,4,,,,,4,3,3
1588,"2014","862","倉元＝達朗",1,40,2,66,1,0,"共産党",1,47,1,5,7,6,1,3,5,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,3,2,1
1819,"2014","863","中村＝宣久",0,40,2,66,1,0,"無所属",1,52,1,99,99,99,99,99,99,,,,,,,,,,99,99,,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,,,,,99,99,99
578,"2014","864","古賀＝篤",1,40,3,61,3,1,"自民党",1,42,2,16,5,6,2,1,3,,,,,,,,,,1,3,,2,4,3,3,,5,4,4,3,1,3,3,3,3,2,,,,,4,3,1
2067,"2014","865","藤田＝一枝",1,40,3,61,2,2,"民主党",2,65,1,7,1,5,1,2,5,,,,,,,,,,4,5,,3,3,3,3,,1,3,5,3,3,4,4,3,5,3,,,,,5,3,1
1537,"2014","866","川原＝康裕",1,40,3,66,1,0,"共産党",1,33,1,7,15,12,1,3,4,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,2,4,1,,,,,0,1,0
444,"2014","867","宮内＝秀樹",1,40,4,61,3,1,"自民党",1,52,2,3,7,5,1,3,5,,,,,,,,,,2,5,,3,3,2,2,,5,3,2,3,1,2,2,4,2,2,,,,,2,2,2
259,"2014","868","河野＝正美",1,40,4,61,3,1,"維新の党",1,53,3,16,16,10,5,1,2,,,,,,,,,,2,3,,3,2,3,3,,3,3,4,2,3,2,4,2,4,4,,,,,4,4,3
1269,"2014","869","新留＝清隆",1,40,4,66,1,0,"共産党",1,59,1,16,7,15,1,4,5,,,,,,,,,,5,5,,3,5,1,3,,1,3,5,5,4,4,4,3,4,1,,,,,0,3,0
563,"2014","870","原田＝義昭",1,40,5,61,3,6,"自民党",1,70,2,3,1,4,1,3,5,,,,,,,,,,1,2,,1,3,2,1,,5,3,2,2,2,2,3,3,2,2,,,,,4,4,4
2104,"2014","871","楠田＝大蔵",1,40,5,61,2,3,"民主党",1,39,1,10,11,16,5,1,4,,,,,,,,,,2,2,,3,2,3,4,,4,4,3,3,2,2,3,2,3,4,,,,,4,2,1
1946,"2014","872","田中＝陽二",1,40,5,66,1,0,"共産党",1,58,1,16,12,4,2,1,3,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,3,4,5,2,4,1,,,,,0,2,0
2159,"2014","873","鳩山＝邦夫",1,40,6,61,3,12,"自民党",1,66,2,16,16,4,1,3,2,,,,,,,,,,2,2,,2,3,1,1,,5,2,3,3,1,1,2,3,2,2,,,,,1,1,3
505,"2014","874","金子＝睦美",1,40,6,66,1,0,"共産党",2,53,1,16,6,7,1,5,2,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,3,2,0
2058,"2014","875","藤丸＝敏",1,40,7,61,3,1,"自民党",1,54,2,3,4,16,1,5,99,,,,,,,,,,3,3,,5,4,2,1,,3,5,3,2,2,99,1,2,3,1,,,,,1,1,1
637,"2014","876","江口＝学",1,40,7,66,1,0,"共産党",1,40,1,12,4,6,1,2,5,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,3,4,4,3,4,1,,,,,0,3,0
2363,"2014","877","麻生＝太郎",1,40,8,66,3,11,"自民党",1,74,2,2,99,99,1,99,99,,,,,,,,,,1,1,,3,2,1,1,,5,2,2,1,2,1,1,5,3,4,,,,,3,0,2
258,"2014","878","河野＝祥子",1,40,8,66,1,0,"共産党",2,34,1,7,6,16,2,1,5,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,0,2,0
859,"2014","879","三原＝朝彦",1,40,9,61,3,6,"自民党",1,67,2,3,2,7,1,2,3,,,,,,,,,,1,3,,2,5,3,3,,3,2,2,1,3,3,2,3,3,3,,,,,1,1,1
1061,"2014","880","緒方＝林太郎",1,40,9,61,2,1,"民主党",1,41,3,2,1,10,5,1,2,,,,,,,,,,2,2,,3,3,3,4,,2,2,4,2,2,3,3,3,4,4,,,,,4,4,2
1308,"2014","881","真島＝省三",1,40,9,61,1,0,"共産党",1,51,3,12,16,15,2,3,4,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,0,0,1
1247,"2014","882","城井＝崇",1,40,10,61,2,2,"民主党",1,41,1,7,5,6,1,5,2,,,,,,,,,,2,4,,3,4,3,3,,3,3,3,2,3,1,4,3,4,4,,,,,3,3,1
951,"2014","883","山本＝幸三",1,40,10,66,3,6,"自民党",1,66,2,2,7,5,1,3,5,,,,,,,,,,2,2,,3,4,2,2,,3,1,2,4,1,1,3,2,1,5,,,,,2,2,4
684,"2014","884","高瀬＝菜穂子",1,40,10,66,1,0,"共産党",2,54,1,16,5,6,1,99,99,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,3,4,5,3,4,1,,,,,4,99,0
771,"2014","885","佐藤＝正夫",1,40,10,66,3,1,"無所属",1,59,1,16,10,15,1,5,2,,,,,,,,,,3,3,,2,1,5,5,,5,4,4,2,2,1,2,3,5,4,,,,,4,3,1
2237,"2014","886","武田＝良太",1,40,11,61,3,4,"自民党",1,46,2,1,7,6,1,3,4,,,,,,,,,,1,2,,2,3,1,1,,5,3,3,2,1,1,2,2,2,1,,,,,2,0,2
2066,"2014","887","藤中＝寛之",1,40,11,61,1,0,"社民党",1,40,1,7,12,15,1,2,4,,,,,,,,,,5,5,,5,5,5,2,,1,3,5,5,5,5,5,2,5,1,,,,,1,1,0
891,"2014","888","山下＝登美子",1,40,11,66,1,0,"共産党",2,61,1,12,2,5,1,3,4,,,,,,,,,,5,5,,3,5,1,3,,1,3,5,5,4,4,4,2,4,1,,,,,0,4,0
333,"2014","889","岩田＝和親",1,41,1,61,3,1,"自民党",1,41,3,16,1,16,1,3,2,,,,,,,,,,1,3,,3,3,1,2,,5,5,3,2,1,1,3,3,1,3,,,,,4,2,1
560,"2014","890","原口＝一博",1,41,1,61,3,6,"民主党",1,55,2,2,11,6,1,5,2,,,,,,,,,,3,4,,2,3,4,4,,3,3,5,3,2,4,4,2,5,2,,,,,5,4,2
576,"2014","891","古賀＝誠",1,41,1,66,1,0,"共産党",1,29,1,7,12,2,1,2,3,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,3,4,4,2,4,1,,,,,0,0,0
584,"2014","892","古川＝康",1,41,2,61,1,0,"自民党",1,56,2,16,4,11,5,3,4,,,,,,,,,,2,3,,3,4,2,2,,3,2,3,1,2,3,3,3,3,3,,,,,5,4,5
1649,"2014","893","大串＝博志",1,41,2,61,3,3,"民主党",1,49,3,6,4,7,1,2,4,,,,,,,,,,2,4,,3,4,3,3,,2,3,4,3,3,3,3,3,3,3,,,,,5,3,5
619,"2014","894","御厨＝さとみ",1,41,2,66,1,0,"共産党",2,33,1,12,5,6,1,2,3,,,,,,,,,,5,5,,3,5,2,3,,1,3,5,5,4,4,4,3,4,1,,,,,0,0,0
